script,cluster,what_web,what_tex
v105_residual_inventory,registry,"THE RESIDUAL INVENTORY — one constant, one anchor, one clock to find, and the COMPLETE machine-pinned gap list: (A) 2/3 = |ℤ₂|/N_fam appears EXACTLY in seven independent places across both sectors (Koide branch point, gap base (2/3)⁶, basin attractor; Nariai bound, branch separation, canonical amplitude+frequency, curvature base (2/3)^N_fam) + the anchor triptych (configuration / Nariai roots / clock spectrum); (B) RELOCATION THEOREM: the cosmological one-loop clock correction ε = (c/24π)·Λ/M̄² = 7.6×10⁻¹²² (c = 8) is deficient by 121.5 orders — the deficit IS the Λ hierarchy 2α⁻¹/ln10 = 119.0 ⇒ the clock must live at the seam scale: ONE [P] identification 'transfer operator = seam Nariai clock'; (C) RESIDUAL TABLE: exactly FIVE structural objects remain (clock, holomorphy+c8, seam-det⇒EH, H2 dictionary, Q-realisation) + one scale + π — a sixth structural gap would FAIL this script","The residual inventory: \emph{one constant} ($2/3{=}|\Z_2|/\Nfam$ exact in seven places across both sectors), \emph{one anchor} (three dynamical appearances: configuration, Nariai roots, clock spectrum), \emph{relocation theorem} (cosmological quantum clock suppressed by the $\Lambda$ hierarchy, $121.5$ orders $\approx2\alpha^{-1}\!/\ln10$ $\Rightarrow$ the clock must be the seam transfer operator --- one \mC\ identification), and the \emph{complete machine-pinned gap list}: exactly five structural objects $+$ one scale $+$ $\pi$; a sixth gap would fail the script \mE/\mC"
v106_review_validation,registry,"External-review validation (v79-style identities + disciplined typing): SEED NORMAL FORM — φ₀ = (|μ₄|/N_fam)·c₃ + Ω_adm·c₃^|μ₄| exactly (linear seam term + topological 4th-order correction; 4/3 = |μ₄|/N_fam, 48 = Ω_adm, exponent = |μ₄|); hypercharge second moment computed from the explicit charge table: Tr X = 0, Tr X² = 120 = 5! (X = 6Y, 16 states); FACTORIAL SPINE: 5! = 120 = |R⁺(E₈)| = Σ E₈ exponents = Tr X², 240 = 2·120, 1920 = 2⁴·5! = |W(D₅)| — one moment, four projections; DEGREE-2 INVENTORY: Pascal K=2 closure UNIQUE at g=5 (scan 1..40), glue norms 5/4+3/4 = 2 = root norm, c₃ = ½·1/(4π), pair sector C(5,2) = 10; NAMED HYPOTHESIS [P]: Quadratic Boundary Locality (seam supports only bilinear data ⇒ K=2 forced — would upgrade the Pascal selection [A]/[P] → [L]: locality ⇒ K=2 ⇒ g=5 ⇒ 16 ⇒ D₅ ⇒ E₈); audit: 240 = 16×15 reading exact but non-unique, not promoted","External-review validation: seed normal form $\phiz{=}\tfrac{|\mu_4|}{\Nfam}\cthree{+}\Oadm\cthree^{|\mu_4|}$ exact \mE; hypercharge moment $\operatorname{Tr}X^2{=}120{=}5!$ computed from the charge table; factorial spine $5!{=}|R^+(E_8)|{=}\sum$exponents, $240{=}2{\cdot}120$, $1920{=}2^4{\cdot}5!$; degree-$2$ inventory (Pascal $K{=}2$ unique at $g{=}5$, glue norms sum $2$, $\cthree{=}\tfrac12{\times}\tfrac1{4\pi}$, $\binom52{=}10$); named \mC\ hypothesis \emph{Quadratic Boundary Locality} ($\Rightarrow K{=}2$ forced; would upgrade the Pascal selection to \mE); audit $240{=}16{\times}15$ non-unique \mE/\mC"
v107_quantum_clock_target,registry,"Quantum-clock target made quantitative (the R1 programme, first computation): the classical Ginsparg–Perry clock has per-l equations λ²+λ+(l(l+1)−2) = 0 — l=0 anchor pair {1,−2}, l=1 zero modes {0,−1}, l≥2 complex with Re = −1/2 = −δ (audit); NEW EXACT CROSS-LINK: the classical decay set {0,−1,−2} = −Spec(V) = −N_fam × cusp weights — the classical seam clock decays on the transfer operator's OWN grading (v69/v95); EXACT TARGET: transfer rates are not weight-linear — rate(2)/rate(1) = log_{3/2}3 = 2.7095 (not 2), with the exact identity (1/3)⁶ = ((2/3)⁶)^{log_{3/2}3}: the quantum clock must bend the spectrum by log_{9/4}3 = 1.35476 per weight step; coupling landscape κ = (c/24π)(Λ/M̄²): 10⁻¹²² cosmological vs 1/(3π) = 0.106 at seam curvature — the only viable, borderline-nonperturbative regime (one-loop linear response cannot fix the bend); nothing fitted, identification stays [P]","Quantum-clock target made quantitative: the classical Ginsparg--Perry clock decays on $\{0,-1,-2\}=-\operatorname{Spec}(V)=-\Nfam\times$cusp (the transfer operator's own grading) \mE; exact target identity $(1/3)^6=\bigl((2/3)^6\bigr)^{\log_{3/2}3}$ --- required bend $\log_{9/4}3=1.355$ per weight step; coupling landscape $\kappa=c/(24\pi)\cdot\Lambda/\bar M_{\mathrm{Pl}}^2$: $10^{-122}$ cosmological vs $1/(3\pi)$ at seam curvature (the only viable, borderline-nonperturbative regime) \mE; identification stays \mC"
v108_pascal_ladder,registry,"PASCAL LADDER THEOREM (red-team Target B sharpened to zero slack): 2^{g−1} = Σ_{k≤K} C(g,k) ⟺ g = 2K+1 for every K (odd-g midpoint identity by binomial symmetry; even-g excluded by the strict straddle around 2^{g−1}); EXACT EQUIVALENCE: carrier selection g=5 ⟺ truncation degree K=2 — the Pascal-selection residual IS the one named hypothesis Quadratic Boundary Locality (v106); neighbour worlds: K=1 → one-family world (g=3), K=3 → nine-family world (g=7), K=4 → inconsistent (255/9 ∉ ℤ); OVERDETERMINATION: only K=2 also satisfies the independent rank closure g+N_fam = 8 = rank E₈ (v14) — two independent selections agree on the same world; QBL precisely stated, typed [P]; now partially Lean-formalised (AnchorLadder.lean, PascalLadder.lean, AUDIT: PASS)","Pascal Ladder Theorem: $2^{g-1}{=}\sum_{k\le K}\binom gk\Leftrightarrow g{=}2K{+}1$ (odd-$g$ midpoint identity $+$ even-$g$ straddle) $\Rightarrow$ carrier selection $g{=}5$ \emph{exactly equivalent} to degree bound $K{=}2$ --- the Target-B residual $=$ the one QBL hypothesis; neighbour worlds: $K{=}1$ one-family, $K{=}3$ nine-family, $K{=}4$ inconsistent; only $K{=}2$ also satisfies $g{+}\Nfam{=}8$ (\vref{v14} overdetermination) \mE/\mC"
v109_sheet_pairing,registry,"SHEET-PAIRING LEMMA (the first exact rep-theoretic anchor of QBL; ties Target B to the sheet ℤ₂): character-exact weight multisets from the D₅ spinor weights (±½)⁵ alone — NO SCALAR WITHIN A SHEET (zero-weight multiplicity of S⁺⊗S⁺ = 0: the odd slot count g=5 flips the sign parity of −w, a parity theorem of the five-slot code); THE SCALAR LIVES ACROSS THE SHEETS: S⁺⊗S⁻ = Λ⁰⊕Λ²⊕Λ⁴ exactly (256 = 1+45+210) with zero-mode grading (1,5,10) = the carrier code; SHEET-DIAGONAL = ODD FORMS: (S⁺⊗S⁺)∪(S⁻⊗S⁻) = 2Λ¹+2Λ³+Λ⁵ exactly (never scalar); the scalar-bearing tower tops at Λ^{2K} with K=2 — bilinear seam data reach exactly the Pascal-ladder degree; QBL reading [P]: the seam's single scalar kernel is necessarily a SHEET PAIRING (chirality-off-diagonal — the same ℤ₂ as the glue chiralities and branch kernels); remaining step: show the Calderón kernel supplies exactly this pairing","Sheet-Pairing Lemma (QBL anchored): character-exact multisets from $(\pm\tfrac12)^5$ --- no scalar within a sheet (zero-weight mult of $S^+\!\otimes S^+$ $=0$; odd $g$ flips parity); $S^+\!\otimes S^-{=}\Lambda^0{\oplus}\Lambda^2{\oplus}\Lambda^4$ exactly ($256{=}1{+}45{+}210$, zero-modes $(1,5,10)$ $=$ the code); sheet-diagonal $=$ odd forms ($2\Lambda^1{+}2\Lambda^3{+}\Lambda^5$); tower tops at $\Lambda^{2K}$, $K{=}2$ $\Rightarrow$ the seam scalar kernel is necessarily a \emph{sheet pairing} \mE/\mC"
v110_calderon_sheet,registry,"CALDERÓN-SHEET SELECTION THEOREM (the v109 follow-up): the certified bilinear data of a Calderón involution ε (ε²=1) on H = S⁺⊕S⁻ are ⟨f, εg⟩; with the v109 singlet counts per sheet block (0,0,1,1) the exact statement is 'a scalar two-point datum exists ⟺ ε is sheet-odd' — sheet-odd certifies exactly 1+1 = 2 = |ℤ₂| invariant kernels (one per orientation), sheet-even certifies NONE; THE TWO KERNELS = THE GLUE AMBIGUITY: 2 = |ℤ₂| = the two Lagrangian glues (v92) — the Calderón scalar channel carries exactly the glue ambiguity, resolved by the same sheet choice; LADDER GENERICITY (anti-overclaim): for g = 3,5,7 sheet-oddness forces the half-spinor relation K = (g−1)/2, NOT g=5 — the g-selection stays with rank-8/integrality (v14/v108); QBL residue split into two named parts [P]: (a) interface 'the seam Calderón involution is sheet-odd' (natural: the one-sided collar / double-cover deck is the SAME ℤ₂ that halves c₃ = 1/(2·4π)), (b) analytic core 'the 2-point kernel certifies only slot-degrees ≤ 2'","Calder\'on-sheet selection theorem: a Calder\'on involution $\varepsilon$ on $S^+{\oplus}S^-$ certifies a scalar two-point datum \emph{iff} it is sheet-odd; sheet-odd $\Rightarrow$ exactly $2{=}|\mathbb Z_2|$ invariant kernels $=$ the two Lagrangian glues; ladder genericity ($g{=}3,5,7$): sheet-oddness forces $K{=}(g{-}1)/2$, \emph{not} $g{=}5$ (anti-overclaim); QBL residue split into \emph{interface} (``$\varepsilon$ sheet-odd'', natural from the one-sided collar) $+$ \emph{analytic core} (slot-degrees $\le2$) \mE/\mC"
v111_quadratic_transport,registry,"QUADRATIC-TRANSPORT THEOREM (the transport half of the QBL analytic core becomes a theorem): grade seam transport by Clifford degree in the 10 field operators on the 5-slot Fock space (integer Jordan–Wigner model; spanning claims via mod-p full-rank certificates, valid over ℚ) — PARITY: all 10 linear words are sheet-odd, all 45 quadratic words sheet-even (code-preserving transport has even Clifford degree, the same ℤ₂ as v109/v110); MINIMALITY: sheet-even words of degree ≤ 1 are the scalars alone; GENERATION: the 45 quadratics (= dim so(10) = the Λ² term of the certified tower 1+45+210) generate the whole code from the vacuum at word length ≤ 2; COMPLETENESS (Burnside realised): products of length ≤ 2 span the FULL End(S⁺) = 256 — every code operation is a word in pair transport, all higher even-degree elements redundant ⇒ THE TRANSPORT DEGREE IS EXACTLY 2 (degree ≤ 1 generates nothing, degree 2 generates everything — a theorem, not a hypothesis); g=3 control: degree selected, not rank; QBL residue reduced to two interface statements: (a) seam Calderón involution sheet-odd, (b') certified state inventory = the ≤2-slot tower","Quadratic-Transport Theorem: in the integer Jordan--Wigner model linears are sheet-odd, the $45$ quadratics ($=\mathfrak{so}(10)$, the $\Lambda^2$ term of $1{+}45{+}210$) sheet-even, generate the code from the vacuum \emph{and} span the full $\operatorname{End}(S^+){=}256$ at word length $2$ $\Rightarrow$ \emph{transport degree exactly 2} (degree $\le1$ generates nothing) --- the transport half of the QBL core is a theorem; $g{=}3$ control: degree selected, not rank \mE/\mC"
v112_selfcounting_channel,registry,"SELF-COUNTING CHANNEL (the Pascal closure is an IDENTITY of the certified channel, not an extra requirement): CANONICAL BIJECTION — for odd g negation w ↦ −w maps S⁺ bijectively into the opposite sheet, so the Cartan-neutral kernels of the certified channel are exactly the pairs (w,−w), ONE PER CODE STATE: #neutral kernels = dim S⁺ = 2^{g−1} exactly (4, 16, 64 for g = 3,5,7) — the channel counts the code; PASCAL PARTITION: the same neutral set graded by pair-degree m has sizes C(g,m) — g=5: (1,5,10); THE CLOSURE IS AN IDENTITY: two countings of one set give 2^{g−1} = Σ_{m≤K} C(g,m) (symbolic, all odd g=3..13) — v108's closure condition is the channel counting itself; HODGE FOLD: code minus-grading C(g,2j) = C(g,min(2j,g−2j)) with min ≤ K — every code sector appears at pair-degree ≤ K; carries NO g-selection (stays with rank-8 g+N_fam=8 + integrality); RESIDUE RE-TYPE [P]: QBL clause (b') is now the channel's definition — the remaining physical input is 'the seam certifies through a single scalar 2-point kernel' (free c=8 seam net: Wick extends it to the whole even tower); QBL = structural consistency frame, no longer a missing selector","Self-Counting Channel: $w\mapsto(w,-w)$ is a bijection code states $\leftrightarrow$ neutral certified kernels, so $\#$kernels $=2^{g-1}$ \emph{exactly}; graded by pair-degree the same set has sizes $\binom gm$ $\Rightarrow$ the Pascal closure $2^{g-1}{=}\sum_{m\le K}\binom gm$ is \emph{two countings of one set} (an identity, not a requirement); Hodge fold $\binom g{2j}{=}\binom g{\min(2j,g-2j)}$; QBL residue $=$ one input (``a single scalar $2$-point kernel''), selection carried by rank-$8$+integrality \mE/\mC"
v113_quasifree_kernel,registry,"ONE KERNEL IS THE WHOLE NET (the QBL input merges with the R2/holomorphy premise): MAJORANA BOOKKEEPING — c(D₅)₁ = 45/9 = 5 = g_car, c(A₃)₁ = 15/5 = 3 = N_fam; the carrier net (D₅)₁×(A₃)₁ = SO(10)₁×SO(6)₁ = 10+6 = 16 FREE MAJORANA FERMIONS, c = 16/2 = 8 — the whole extension tower carrier(μ=16) → SO(16)₁(μ=4) → E8₁(μ=1) carries the SAME 16 fermions, only the certified glue grows (index 2×2 = 4 = |μ₄|); WICK/PFAFFIAN exact: in the 10-Majorana Jordan–Wigner model ALL 210 vacuum 4-point AND all 210 6-point functions equal the Pfaffian of the single 2-point kernel — one kernel determines all correlations; THE KERNEL IS A CALDERÓN INVOLUTION OF RANK g: M = I+iA, A²=−I, P = M/2 projection with rank 5 = g_car, at seam level rank 8 = rank E8 ⇒ THE CENTRAL CHARGE IS THE RANK OF THE ONE KERNEL; vacuum unique (joint annihilator kernel 1-dim); PREMISE MERGE [P]: 'single 2-point kernel' = 'quasi-free seam state' = the defining property of the free-fermion net the holomorphy gate already posits — QBL adds NO assumption beyond R2; upgrade contract: R2 closes ⇒ carrier choice closes [L]","One kernel is the whole net: carrier $(D_5)_1{\times}(A_3)_1=SO(10)_1{\times}SO(6)_1=16$ free Majoranas, $c{=}5{+}3{=}8$ at every tower level (only the glue grows, index $2{\times}2{=}4{=}|\mu_4|$); Wick/Pfaffian exact (all $210{+}210$ higher correlators $=$ Pfaffians of the one kernel); kernel $=$ Calder\'on involution, $\operatorname{rank}P{=}5{=}g_{\mathrm{car}}$, seam level $8{=}\operatorname{rank}E_8$ ($c=$ rank of the kernel); vacuum unique $\Rightarrow$ QBL input $=$ R2 premise: gate closes $\Rightarrow$ carrier choice closes \mE/\mC"
v114_torsion_delta,registry,"TORSION NORMAL FORM + THE δ = 1/2 THEOREM (executes the v41 'genericity future work'; δ = 1/2 stops being an observation): FLATNESS = μ₄ TORSION [I, symbolic generic M] — ∏ₖ Uᵏ M U⁻ᵏ = (MU)⁴ exactly, so the ℤ₄-family flatness of the (U_wall) bundle IS the torsion statement 'T = MU is a fourth root of unity' (the μ₄ atom = the ORDER of the twisted cusp generator); δ THEOREM [I, both directions]: on the involutive branch (T² = 1) T is a Hermitian reflection 2vv†−1 and the cusp trace splits exactly into |v₁|² = ½ + |v₂| = |v₃| ⇒ diag M = (0, i/2, −i/2) with spec M = {1, ω, ω²} AUTOMATIC — δ = ½ exact and constant on the whole 2-parameter branch (the value v20 used by hand is a μ₄-torsion identity); REFLECTION LEMMA: D₄ forces diag M = (r, z, z̄), r real — ONE real parameter, δ = ½ ⟺ r = 0; BRANCH CENSUS [N, seeded]: only tr(MU) ∈ {1,−1} realised; involutive branch diagonal constant to 1e−15; the {1,i,−i} branch varies with the explicit v33/v40 point in its d₁ = 0 slice; residue [P]: bundle-side branch selection (anchor splitting), δ itself closed","Torsion normal form $+$ $\delta{=}\tfrac12$ theorem: flatness of the $(U_{\mathrm{wall}})$ $\Z_4$-family $\Leftrightarrow$ $(MU)^4{=}\mathbf1$ ($\mu_4$ $=$ order of the twisted cusp generator); on the involutive branch ($T^2{=}\mathbf1$) the cusp trace forces $\operatorname{diag}M{=}(0,\tfrac i2,-\tfrac i2)$ with spec $\{1,\omega,\omega^2\}$ automatic $\Rightarrow$ $\delta{=}\tfrac12$ exact and constant (\vref{v20}'s hand value $=$ torsion identity); census: $\{1,i,-i\}$ branch varies, \vref{v33} point in its $d_1{=}0$ slice; residue $=$ bundle-side branch selection \mE/\mC"
v115_anchor_residue,registry,"THE ANCHOR PINS THE RESIDUE (exact normal form for the U_wall flat-bundle residue; answers the v114 branch question): μ₄-AVERAGE LEMMA [I] — Σₖ Uᵏ X U⁻ᵏ = 4 diag(X): μ₄ conjugation-averaging IS the diagonal projection ⇒ exponents at infinity = 4 diag(A₀) ⇒ anchor splitting 𝒪(−2)⊕𝒪(−1)² ⟺ diag A₀ = (2,1,1)/4 = ANCHOR/|μ₄| (v33's diagonal was forced, not chosen); THE (8,0,5)/144 LEMMA [I]: anchor diagonal + cusp spectrum pin Σ|off|² = 13/144, and a₁₃ = 0 + det = 0 solve UNIQUELY to (|a₁₂|², |a₂₃|²) = (8,5)/144 — numerators (rank E8, g_car), denominator (|μ₄|N_fam)², total 13 = Δ_Q (the quark denominator 117 = 9·13); EXACT NORMAL FORM [I]: A₀* = [[1/2, √2/6, 0],[√2/6, 1/4, √5/12],[0, √5/12, 1/4]] with char poly λ(λ−⅓)(λ−⅔) exactly; A₀* IS THE RIEMANN–HILBERT SOLUTION [N]: big-circle monodromy trivial to 1e−10, unitarised |diag M̃₀| = (0,½,½) — the v33/v40 numerical point is gauge-equivalent to this exact matrix; ANCHOR FORCES d₁ = 0 [N]: every flat solution in a multi-seed RH scan lands on the same gauge orbit ⇒ the harmonic diagonal is anchor+torsion forced, δ = ½ needs no selection; residue [P]: Gröbner promotion of a₁₃ = 0 + uniqueness","The anchor pins the residue: $\mu_4$-average $=$ diagonal projection $\Rightarrow$ anchor splitting $\Leftrightarrow$ $\operatorname{diag}A_0{=}a/|\mu_4|$; off-weights uniquely $(8,0,5)/144$ ($=\!(\operatorname{rank}E_8,0,\gcar)/(|\mu_4|\Nfam)^2$, total $13{=}\Delta_Q$); \emph{exact} residue $A_0^\star$ with $\chi{=}\lambda(\lambda{-}\tfrac13)(\lambda{-}\tfrac23)$ is the RH solution ($\|M_\infty{-}\mathbf1\|{\sim}10^{-10}$); anchor forces $d_1{=}0$ $\Rightarrow$ harmonic diagonal anchor$+$torsion-forced \mE"
v116_resonance_uniqueness,registry,"RESONANCE THEOREM (the v115 [N] findings promoted to [I] by a LINEAR computation — the anticipated Gröbner step was unnecessary): TWISTED-AVERAGE LEMMA [I] — at infinity the equivariant system reads dY/dw = −(1/w)(B₀ + B₁w + …)Y with B_m = Σₖ i^{km} Uᵏ A₀ U⁻ᵏ; the twisted μ₄ averages collapse to B₀ = 4 diag(A₀) and B₁ = 4a₁₂E₁₂ + 4ā₁₃E₃₁ (only the eigenvalue-ratio −i cells survive); RESONANCE THEOREM [I]: the anchor exponents diag(2,1,1) have resonance gap 1, the level-1 gauge equation is singular exactly on cells {(2,1),(3,1)} where B₁ = (0, 4ā₁₃), higher levels non-resonant, formal monodromy = 1 ⇒ M∞ = 1 ⟺ a₁₃ = 0 — the transcendental Riemann–Hilbert condition collapses to ONE linear equation; UNIQUENESS COROLLARY [I]: a₁₃ = 0 + the (8,0,5)/144 moduli + diagonal gauge ⇒ THE FLAT ANCHOR LOCUS IS EXACTLY ONE GAUGE ORBIT = the exact A₀* — within the μ₄-equivariant anchor class the U_wall bundle datum is ALGEBRAICALLY unique; FALSIFICATION CONTROL [N]: ‖M∞ − 1‖ ≈ 8.5|a₁₃| (sharp), 1.6e−10 at A₀*; honest scope: residue side [I], holonomy values (harmonic diagonal) remain [N]","Resonance theorem (\vref{v115} [N]$\to$\mE, linear --- no Gr\""obner): twisted $\mu_4$ averages collapse to $B_1{=}4a_{12}E_{12}{+}4\overline{a_{13}}E_{31}$; anchor exponents $\operatorname{diag}(2,1,1)$ give resonance gap $1$ with obstruction $4\overline{a_{13}}$ $\Rightarrow$ $M_\infty{=}\mathbf1\Leftrightarrow a_{13}{=}0$; $+$ $(8,0,5)/144$ $+$ Diagonaleichung $\Rightarrow$ flat anchor locus $=$ \emph{one} gauge orbit $=$ exact $A_0^\star$ --- $U_{\mathrm{wall}}$ bundle datum algebraically unique; sharpness control $\|M_\infty{-}\mathbf1\|\sim8.5|a_{13}|$ \mE"
v117_monodromy_weyl_a3,registry,"THE MONODROMY IS THE WEYL GROUP OF A₃ (the U_wall holonomy is an EXACT 24-element representation; the harmonic diagonal becomes a theorem): THE EXACT MONODROMY [I] — M̃₀ = [[0, −(1+i)/2, (1−i)/2], [−(1+i)/2, −i/2, −1/2], [(1−i)/2, −1/2, i/2]] (entries in ½ℤ[i]) is unitary, det 1, tr 0, char poly λ³−1 (cusp class EXACT), M̃₀³ = 1, diag M̃₀ = (0, −i/2, +i/2) ⇒ d₁ = 0 AND δ = ½ are exact matrix entries — the v20 hand value, the v40/v41 observation, the v114 torsion value and the v115 anchor slice meet in ONE exact matrix; TORSION/FLATNESS [I]: (M̃₀U)⁴ = 1, tr(M̃₀U) = 1, ∏ₖ Uᵏ M̃₀ U⁻ᵏ = 1 exactly; THE GROUP IS W(A₃) = S₄ [I]: exact enumeration of ⟨U, M̃₀⟩ gives order 24, order statistics (1,9,8,6), characters (3,−1,0,1) — uniquely S₄ in standard⊗sign = the (twisted) reflection rep of the WEYL GROUP OF THE FAMILY LATTICE A₃: the flavor wall realises the A₃ glue factor as its Weyl group (U = 4-cycle/μ₄ deck, M̃₀ = 3-cycle/family rotation, 24 = |W(A₃)| = 4!); IDENTIFICATION [N]: ODE monodromy of the exact A₀* system = exact M̃₀ to 3.5e−10, H U-invariant to 2.5e−11; the δ thread v20 → v40/v41 → v114 → v115 → v117 is closed end to end","The monodromy is $W(A_3)$: the unitarised holonomy of $A_0^\star$ is \emph{exact} (entries in $\tfrac12\mathbb Z[i]$), $\operatorname{diag}\widetilde M_0{=}(0,-\tfrac i2,\tfrac i2)$ $\Rightarrow$ $d_1{=}0$, $\delta{=}\tfrac12$ are matrix entries; $\langle U,\widetilde M_0\rangle$ enumerated exactly: order $24$, statistics $(1,9,8,6)$, characters $(3,-1,0,1)$ $=$ $S_4{=}W(A_3)$ (standard$\otimes$sign) --- the flavor wall realises the $A_3$ glue factor as its Weyl group; ODE match $3.5{\times}10^{-10}$ \mE"
v118_hexagon_family_dictionary,registry,"THE HEXAGON IS THE SIGN-TWISTED FAMILY SPECTRUM (first exact piece of the H2 dictionary; the v20 lepton coefficients are resolvent determinants of the exact W(A₃) monodromy): SIGN-TWIST LEMMA [I] — −M̃₀ has order 6 ((−M̃₀)³ = −1) and spec(M̃₀) ∪ spec(−M̃₀) = μ₆: the 6-site hypercharge hexagon spectrum IS the family monodromy spectrum plus its sheet twist (ℤ₆ = ℤ₂×ℤ₃ = (−1)×⟨M̃₀⟩); the v20 denominators 5/4 − cos(rπ/3) = |1 − ζ₆ʳ/2|² are the eigen-denominators of the two family resolvents (1 ∓ M̃₀/2)⁻¹; CYCLOTOMIC DETERMINANT [I]: det(1 − tM̃₀) = 1 − t³ = (1−t)Φ₃(t) ⇒ det(1 ∓ M̃₀/2) = (7/8, 9/8); LEPTON COEFFICIENTS = RESOLVENT DETERMINANTS [I]: c_e = |μ₄|/(2det₋) = 16/7, c_μ = N_fam/(2det₊) = 4/3, c_τ = |μ₄|det₋/N_fam = 7/6, product rule = |μ₄|/det₊ = 32/9 — the lepton 7 and 9 ARE the family-resolvent determinants (×8), and δ = ½ = |(M̃₀)₂₂| is supplied by the matrix itself; the e/μ/τ leg assignment stays v20's established input (nothing re-fished); SHEET-EXTENDED GROUP [I]: ⟨U, M̃₀, −1⟩ has order 48 = Ω_adm = N_fam·dim S⁺ (the seed quartic coefficient); residue [P]: the dictionary's VALUES are exact, its ADDRESS TABLE (site per fermion, quark composition) remains open","First exact H2 piece: $\operatorname{spec}(\widetilde M_0)\cup\operatorname{spec}(-\widetilde M_0)=\mu_6$ (hexagon $=$ family spectrum $+$ sheet twist, $\Z_6{=}\Z_2{\times}\Z_3$); $\det(\mathbf1{-}t\widetilde M_0){=}1{-}t^3$ $\Rightarrow$ $\det_\mp{=}(\tfrac78,\tfrac98)$; lepton coefficients $=$ resolvent determinants ($c_e{=}|\mu_4|/(2\det_-)$, $c_\mu{=}\Nfam/(2\det_+)$, $c_\tau{=}|\mu_4|\det_-/\Nfam$, product $=|\mu_4|/\det_+{=}\tfrac{32}9$); $\langle U,\widetilde M_0,-\mathbf1\rangle$ has order $48{=}\Omega_{\mathrm{adm}}$; the address table stays open \mE/\mC"
v119_review_validation_2,registry,"SECOND EXTERNAL-REVIEW VALIDATION (triad + 121 audit + micro-identities, all exact): ANCHOR RATIO TRIAD [I] — the three elementary symmetric values of the anchor normalised by the family count, (e₃,e₁,e₂)/p₀ = (2/3, 4/3, 5/3) = (Koide branch/sheet ratio, seed gain |μ₄|/N_fam, carrier branch); the canonical flow's critical points are EXACTLY (2,5) = (e₃,e₂) with inflection 7/2 = (e₃+e₂)/2 — the recurring fractions are the three normalised anchor coefficients, not scattered numbers; THE 121 AUDIT LEMMA [I, audit-typed]: (1+a)ᵀR(1+a) = 121 = 11² = ‖Pl(K)‖₁² = (p₃+1)² — the quark-ratio 11 appears a second independent time as the quadratic anchor norm of the residue operator R; sensitivity: orderings give {105,121,135}, only the canonical anchor ordering yields 121; bonus: 1ᵀR1 = 22 = 2·11, aᵀRa = 40 = p₁p₃ = 10b₁−1 (oriented Plücker stays the derivation); MICRO-IDENTITIES: Ω_adm = 2p₁p₂ = 48, 10b₁ = 1+p₁p₃ = 41, Δ_Y = e₂² = p₀²+2·rank = 25, h(E8) = e₃p₀e₂ = 30, rank = p₀+e₂; flavor surface M(s,t) claim = established v94/v95 (presentational); μ₄ projection/triptych/interior-free already closed (v115/v116, v104/v105, v113)","Second review validation: anchor ratio triad $(e_3,e_1,e_2)/p_0{=}(\tfrac23,\tfrac43,\tfrac53)$ $=$ (Koide branch, seed gain, carrier branch; flow critical points $(2,5){=}(e_3,e_2)$); the $121$ audit lemma $(\mathbf1{+}a)^TR(\mathbf1{+}a){=}121{=}11^2{=}\|\operatorname{Pl}(K)\|_1^2$ (orderings $\{105,121,135\}$, only canonical $=121$; audit, not load-bearing); micro-identities $\Omega_{\mathrm{adm}}{=}2p_1p_2$, $10b_1{=}1{+}p_1p_3$, $\Delta_Y{=}e_2^2{=}p_0^2{+}2\,\mathrm{rank}$; flavor surface $=$ \vref{v94}/\vref{v95} (presentational) \mE"
